Record_ID,Date,State,City,Waste_Type,Waste_Generated_Tons,Waste_Collected_Tons,Segregated_Tons,Recycled_Tons,Composted_Tons,Landfilled_Tons,Collection_Efficiency_Pct,Recycling_Rate_Pct,Disposal_Method,Facility_Type,Year,Month,Month_Name,Quarter,Waste_Per_Capita_Kg
3356,2024-08-19,Maharashtra,Mumbai,Paper,683.27,549.72,408.64,268.2,16.79,240.55,80.45,65.63,Recycling,Landfill,2024,8,Aug,Q3,0.56
3357,2025-03-09,West Bengal,Howrah,Wet Waste,603.92,545.39,443.23,33.8,179.85,293.92,90.31,7.63,Waste-to-Energy,Waste-to-Energy Plant,2025,3,Mar,Q1,0.6
3358,2023-06-09,Tamil Nadu,Salem,Wet Waste,472.07,399.94,275.7,44.85,123.62,223.76,84.72,16.27,Landfill,MRF,2023,6,Jun,Q2,0.66
3359,2024-11-15,Maharashtra,Pune,Plastic,388.22,337.07,203.83,86.18,6.91,215.86,86.83,42.28,Recycling,Recycling Facility,2024,11,Nov,Q4,0.75
3360,2024-07-04,Madhya Pradesh,Gwalior,Metal,551.18,492.56,326.78,277.53,13.56,200.97,89.36,84.93,Material Recovery,MRF,2024,7,Jul,Q3,0.6
3361,2023-11-17,Madhya Pradesh,Gwalior,Dry Waste,393.65,367.16,252.95,97.85,7.91,225.67,93.27,38.68,Landfill,Waste-to-Energy Plant,2023,11,Nov,Q4,0.65
3362,2024-12-31,Tamil Nadu,Salem,Plastic,416.13,336.17,257.72,155.17,9.6,147.4,80.78,60.21,Landfill,Composting Plant,2024,12,Dec,Q4,0.78
3363,2023-03-04,Karnataka,Mangaluru,Paper,268.77,235.94,133.81,105.34,5.18,108.65,87.78,78.72,Recycling,Composting Plant,2023,3,Mar,Q1,0.4
3364,2024-11-01,West Bengal,Durgapur,Wet Waste,197.47,160.12,95.12,8.26,36.23,105.15,81.09,8.68,Landfill,Recycling Facility,2024,11,Nov,Q4,0.46
3365,2023-11-22,Rajasthan,Udaipur,Dry Waste,385.59,371.82,256.76,140.53,9.07,199.89,96.43,54.73,Landfill,Recycling Facility,2023,11,Nov,Q4,0.65
3366,2023-09-03,Tamil Nadu,Salem,E-Waste,629.41,541.1,409.38,151.65,14.24,340.82,85.97,37.04,Waste-to-Energy,Waste-to-Energy Plant,2023,9,Sep,Q3,0.57
3367,2025-10-19,Tamil Nadu,Coimbatore,Glass,418.8,375.56,297.93,209.68,12.66,151.33,89.67,70.38,Waste-to-Energy,Recycling Facility,2025,10,Oct,Q4,0.75
3368,2023-05-14,Kerala,Thiruvananthapuram,Paper,144.66,143.22,110.88,80.27,4.07,56.6,99.0,72.39,Material Recovery,Composting Plant,2023,5,May,Q2,0.58
3369,2025-06-26,Telangana,Hyderabad,Plastic,418.26,361.38,222.84,133.7,8.17,218.33,86.4,60.0,Composting,MRF,2025,6,Jun,Q2,0.85
3370,2024-08-18,Kerala,Kochi,Wet Waste,473.15,392.64,254.61,48.37,112.73,203.77,82.99,19.0,Material Recovery,MRF,2024,8,Aug,Q3,0.57
3371,2025-07-12,Rajasthan,Kota,Metal,215.6,194.33,140.37,125.54,4.43,56.25,90.14,89.43,Waste-to-Energy,Composting Plant,2025,7,Jul,Q3,0.4
3372,2023-07-02,Gujarat,Vadodara,Dry Waste,160.61,140.58,118.75,47.31,5.14,76.0,87.53,39.84,Recycling,MRF,2023,7,Jul,Q3,0.59
3373,2025-10-06,Tamil Nadu,Chennai,Plastic,228.59,194.13,148.75,72.9,6.03,111.23,84.93,49.0,Waste-to-Energy,Composting Plant,2025,10,Oct,Q4,0.74
3374,2024-11-07,Maharashtra,Nagpur,Wet Waste,453.02,362.84,307.74,38.01,133.5,179.34,80.09,12.35,Material Recovery,Composting Plant,2024,11,Nov,Q4,0.38
3375,2025-02-11,Uttar Pradesh,Agra,E-Waste,469.51,439.96,278.05,103.23,8.6,281.13,93.71,37.13,Recycling,Waste-to-Energy Plant,2025,2,Feb,Q1,0.55
3376,2025-10-06,Maharashtra,Nashik,E-Waste,555.47,461.97,292.82,129.61,10.75,309.37,83.17,44.26,Material Recovery,Waste-to-Energy Plant,2025,10,Oct,Q4,0.57
3377,2025-09-02,Delhi,Delhi,E-Waste,748.97,659.62,438.62,219.2,14.39,408.77,88.07,49.98,Material Recovery,Recycling Facility,2025,9,Sep,Q3,0.83
3378,2025-09-14,Karnataka,Hubballi,Wet Waste,160.69,158.79,92.11,27.03,31.95,92.73,98.82,29.35,Composting,Recycling Facility,2025,9,Sep,Q3,0.4
3379,2023-01-24,Tamil Nadu,Madurai,Wet Waste,148.7,124.02,84.07,2.52,36.63,83.27,83.4,3.0,Composting,MRF,2023,1,Jan,Q1,0.43
3380,2025-08-12,Karnataka,Hubballi,E-Waste,501.33,464.11,325.4,153.1,11.96,283.97,92.58,47.05,Composting,Waste-to-Energy Plant,2025,8,Aug,Q3,0.59
3381,2023-09-23,Rajasthan,Jaipur,Dry Waste,251.59,224.56,115.84,54.4,3.77,165.19,89.26,46.96,Landfill,Landfill,2023,9,Sep,Q3,0.8
3382,2023-07-24,Maharashtra,Nagpur,Plastic,243.99,225.46,139.72,79.89,5.03,135.93,92.4,57.18,Material Recovery,Recycling Facility,2023,7,Jul,Q3,0.57
3383,2023-11-02,Maharashtra,Nashik,Paper,142.55,124.99,87.57,51.19,2.63,63.77,87.68,58.45,Landfill,Recycling Facility,2023,11,Nov,Q4,0.76
3384,2024-09-17,Gujarat,Surat,Paper,331.42,311.28,190.23,119.49,7.96,161.18,93.92,62.81,Material Recovery,Composting Plant,2024,9,Sep,Q3,0.48
3385,2023-11-24,Delhi,New Delhi,Wet Waste,329.2,265.68,190.61,41.09,92.42,119.48,80.7,21.55,Recycling,Recycling Facility,2023,11,Nov,Q4,0.44
3386,2025-06-27,Karnataka,Hubballi,Wet Waste,539.31,470.91,344.31,99.71,133.48,210.75,87.32,28.96,Recycling,MRF,2025,6,Jun,Q2,0.78
3387,2024-09-04,Delhi,New Delhi,Dry Waste,216.38,199.87,131.83,48.72,4.81,126.6,92.37,36.96,Recycling,Waste-to-Energy Plant,2024,9,Sep,Q3,0.56
3388,2023-10-22,Odisha,Bhubaneswar,Dry Waste,491.28,416.78,332.68,160.09,12.56,238.34,84.84,48.12,Composting,MRF,2023,10,Oct,Q4,0.75
3389,2024-09-03,Rajasthan,Kota,E-Waste,150.16,131.79,100.82,52.28,3.76,75.29,87.77,51.85,Composting,Recycling Facility,2024,9,Sep,Q3,0.78
3390,2023-08-30,Telangana,Nizamabad,Metal,541.25,471.31,304.74,221.88,13.2,203.24,87.08,72.81,Waste-to-Energy,Recycling Facility,2023,8,Aug,Q3,0.53
3391,2024-07-16,Delhi,Delhi,Plastic,551.94,481.91,402.53,196.76,13.74,244.8,87.31,48.88,Landfill,Landfill,2024,7,Jul,Q3,0.36
3392,2024-10-17,Kerala,Thiruvananthapuram,Wet Waste,206.29,197.29,121.97,9.47,59.74,121.86,95.64,7.77,Recycling,Waste-to-Energy Plant,2024,10,Oct,Q4,0.75
3393,2025-10-26,Delhi,Delhi,E-Waste,1158.35,1069.3,838.57,330.43,33.76,694.88,92.31,39.4,Waste-to-Energy,Recycling Facility,2025,10,Oct,Q4,0.53
3394,2023-06-15,Kerala,Kozhikode,Wet Waste,155.69,139.71,100.09,18.81,42.64,67.42,89.74,18.8,Landfill,Landfill,2023,6,Jun,Q2,0.72
3395,2025-10-31,Gujarat,Vadodara,Plastic,515.48,447.6,387.31,230.55,14.49,187.65,86.83,59.53,Landfill,MRF,2025,10,Oct,Q4,0.62
3396,2025-07-06,Kerala,Kozhikode,Dry Waste,343.78,314.5,235.51,128.64,7.31,154.32,91.48,54.62,Landfill,Waste-to-Energy Plant,2025,7,Jul,Q3,0.7
3397,2025-07-16,Delhi,Delhi,Metal,1034.13,885.19,466.75,366.85,16.16,435.77,85.6,78.6,Material Recovery,Composting Plant,2025,7,Jul,Q3,0.6
3398,2023-02-09,Telangana,Hyderabad,E-Waste,897.14,772.21,624.02,305.66,25.21,439.32,86.07,48.98,Composting,Recycling Facility,2023,2,Feb,Q1,0.56
3399,2025-04-27,Gujarat,Ahmedabad,Wet Waste,847.85,762.05,497.39,106.98,228.03,370.32,89.88,21.51,Landfill,Landfill,2025,4,Apr,Q2,0.6
3400,2025-07-21,Kerala,Kochi,Paper,606.0,578.84,396.9,224.6,16.4,336.58,95.52,56.59,Waste-to-Energy,Waste-to-Energy Plant,2025,7,Jul,Q3,0.72
3401,2025-03-31,Rajasthan,Jaipur,Paper,632.2,518.39,424.49,296.52,15.19,203.84,82.0,69.85,Recycling,Composting Plant,2025,3,Mar,Q1,0.52
3402,2024-09-13,Odisha,Bhubaneswar,Metal,558.32,469.37,246.24,195.39,7.49,233.09,84.07,79.35,Recycling,Recycling Facility,2024,9,Sep,Q3,0.78
3403,2023-09-23,Karnataka,Bengaluru,Wet Waste,775.71,678.22,537.32,16.12,189.39,449.74,87.43,3.0,Waste-to-Energy,MRF,2023,9,Sep,Q3,0.54
3404,2025-02-23,Madhya Pradesh,Indore,E-Waste,628.97,545.74,358.28,123.96,13.95,385.76,86.77,34.6,Material Recovery,Recycling Facility,2025,2,Feb,Q1,0.75
3405,2024-02-17,Maharashtra,Mumbai,Dry Waste,1234.85,1082.28,681.06,344.89,22.54,635.96,87.64,50.64,Waste-to-Energy,Landfill,2024,2,Feb,Q1,0.46
3406,2024-02-18,Madhya Pradesh,Bhopal,Wet Waste,318.18,237.53,152.16,4.56,72.25,142.37,74.65,3.0,Material Recovery,Landfill,2024,2,Feb,Q1,0.38
3407,2025-04-13,Tamil Nadu,Chennai,Plastic,355.67,333.93,240.06,124.13,10.15,198.22,93.89,51.71,Landfill,Waste-to-Energy Plant,2025,4,Apr,Q2,0.38
3408,2025-01-19,Karnataka,Mysuru,Wet Waste,152.59,134.48,93.43,3.24,39.0,91.57,88.13,3.47,Waste-to-Energy,Composting Plant,2025,1,Jan,Q1,0.56
3409,2025-01-09,Karnataka,Bengaluru,Plastic,544.47,484.43,324.06,180.55,12.1,276.6,88.97,55.72,Recycling,Composting Plant,2025,1,Jan,Q1,0.85
3410,2025-11-27,Kerala,Kozhikode,Paper,313.86,284.18,213.41,152.61,8.0,109.67,90.54,71.51,Waste-to-Energy,Waste-to-Energy Plant,2025,11,Nov,Q4,0.82
3411,2024-04-11,Delhi,New Delhi,Wet Waste,303.57,254.15,154.05,12.73,66.67,165.96,83.72,8.26,Composting,Landfill,2024,4,Apr,Q2,0.72
3412,2023-10-12,Gujarat,Ahmedabad,Dry Waste,413.63,370.02,308.89,172.4,11.86,169.85,89.46,55.81,Composting,Landfill,2023,10,Oct,Q4,0.37
3413,2023-05-30,Odisha,Cuttack,Metal,222.32,173.11,153.16,125.45,6.5,39.95,77.87,81.91,Landfill,MRF,2023,5,May,Q2,0.85
3414,2023-10-20,Uttar Pradesh,Varanasi,Plastic,137.43,122.57,44.4,24.83,1.49,94.69,89.18,55.92,Recycling,MRF,2023,10,Oct,Q4,0.65
3415,2025-01-18,Rajasthan,Kota,Wet Waste,166.61,151.11,133.73,8.28,53.99,80.22,90.7,6.19,Composting,Waste-to-Energy Plant,2025,1,Jan,Q1,0.56
3416,2024-06-27,Uttar Pradesh,Varanasi,Dry Waste,456.68,433.47,325.9,116.44,12.13,290.58,94.92,35.73,Landfill,Composting Plant,2024,6,Jun,Q2,0.66
3417,2025-07-07,West Bengal,Howrah,Glass,359.98,327.33,198.37,180.05,7.23,119.52,90.93,90.76,Material Recovery,Composting Plant,2025,7,Jul,Q3,0.54
3418,2024-12-29,Tamil Nadu,Madurai,Dry Waste,184.81,165.4,112.34,58.59,4.16,89.05,89.5,52.15,Recycling,Landfill,2024,12,Dec,Q4,0.65
3419,2025-10-09,Uttar Pradesh,Lucknow,Glass,255.12,242.7,194.87,142.32,6.22,91.98,95.13,73.03,Recycling,Recycling Facility,2025,10,Oct,Q4,0.39
3420,2025-01-16,West Bengal,Kolkata,Wet Waste,888.47,776.26,518.05,65.78,226.38,470.96,87.37,12.7,Waste-to-Energy,Composting Plant,2025,1,Jan,Q1,0.57
3421,2023-08-31,Gujarat,Rajkot,Dry Waste,386.98,383.11,212.34,86.19,8.48,251.7,99.0,40.59,Landfill,Composting Plant,2023,8,Aug,Q3,0.75
3422,2025-09-27,Telangana,Nizamabad,Wet Waste,207.19,196.06,160.84,4.83,72.31,109.73,94.63,3.0,Material Recovery,Composting Plant,2025,9,Sep,Q3,0.47
3423,2024-07-14,Rajasthan,Kota,Metal,281.62,228.83,177.36,118.02,5.94,94.97,81.26,66.54,Composting,Recycling Facility,2024,7,Jul,Q3,0.47
3424,2023-09-17,Karnataka,Bengaluru,Dry Waste,1078.96,1068.17,740.42,419.06,22.54,576.03,99.0,56.6,Waste-to-Energy,Recycling Facility,2023,9,Sep,Q3,0.46
3425,2023-09-18,Tamil Nadu,Salem,Glass,557.2,448.49,299.36,234.19,12.85,190.29,80.49,78.23,Composting,Composting Plant,2023,9,Sep,Q3,0.54
3426,2024-04-23,Telangana,Nizamabad,Plastic,559.05,526.77,356.75,214.14,13.06,273.4,94.23,60.03,Composting,Waste-to-Energy Plant,2024,4,Apr,Q2,0.71
3427,2023-09-28,Delhi,Delhi,Dry Waste,935.69,786.51,464.5,213.13,16.41,479.77,84.06,45.89,Recycling,Waste-to-Energy Plant,2023,9,Sep,Q3,0.49
3428,2025-04-14,Telangana,Warangal,Wet Waste,542.48,439.89,223.4,40.09,80.02,305.01,81.09,17.95,Landfill,Recycling Facility,2025,4,Apr,Q2,0.57
3429,2023-11-10,Delhi,Delhi,E-Waste,788.56,700.19,448.67,190.18,13.7,479.63,88.79,42.39,Waste-to-Energy,Waste-to-Energy Plant,2023,11,Nov,Q4,0.58
3430,2024-09-02,Madhya Pradesh,Jabalpur,E-Waste,313.91,278.84,180.58,77.85,5.71,166.49,88.83,43.11,Composting,Composting Plant,2024,9,Sep,Q3,0.59
3431,2024-02-02,Uttar Pradesh,Kanpur,Wet Waste,518.91,471.88,283.51,28.73,130.99,285.8,90.94,10.13,Landfill,Waste-to-Energy Plant,2024,2,Feb,Q1,0.57
3432,2024-11-28,Telangana,Warangal,Dry Waste,287.47,248.97,129.05,71.67,5.21,152.79,86.61,55.54,Landfill,Waste-to-Energy Plant,2024,11,Nov,Q4,0.38
3433,2024-07-24,Kerala,Kochi,Dry Waste,413.93,396.99,328.74,225.16,12.58,142.1,95.91,68.49,Composting,MRF,2024,7,Jul,Q3,0.63
3434,2024-05-30,Rajasthan,Udaipur,Wet Waste,507.46,435.78,241.07,37.39,93.38,286.29,85.88,15.51,Material Recovery,Landfill,2024,5,May,Q2,0.51
3435,2024-03-25,West Bengal,Howrah,Dry Waste,603.63,547.03,349.38,114.21,14.05,401.27,90.62,32.69,Composting,Waste-to-Energy Plant,2024,3,Mar,Q1,0.76
3436,2025-03-14,West Bengal,Kolkata,Dry Waste,341.07,285.26,171.46,102.31,5.45,164.05,83.64,59.67,Landfill,Waste-to-Energy Plant,2025,3,Mar,Q1,0.37
3437,2025-09-07,Gujarat,Vadodara,Wet Waste,284.12,256.61,184.04,40.16,62.75,151.68,90.32,21.82,Waste-to-Energy,Waste-to-Energy Plant,2025,9,Sep,Q3,0.54
3438,2024-05-10,Madhya Pradesh,Jabalpur,Plastic,271.68,234.04,136.63,95.07,4.15,123.02,86.15,69.58,Waste-to-Energy,MRF,2024,5,May,Q2,0.45
3439,2025-04-06,Gujarat,Vadodara,Metal,193.82,179.07,127.41,97.47,5.18,73.82,92.39,76.5,Material Recovery,Recycling Facility,2025,4,Apr,Q2,0.59
3440,2024-04-30,Madhya Pradesh,Gwalior,Dry Waste,436.69,377.58,236.14,120.2,8.39,229.29,86.46,50.9,Recycling,Recycling Facility,2024,4,Apr,Q2,0.49
3441,2025-08-01,Maharashtra,Dhule,Glass,175.3,147.73,95.27,78.53,3.17,59.61,84.27,82.43,Waste-to-Energy,MRF,2025,8,Aug,Q3,0.53
3442,2023-06-11,Kerala,Thiruvananthapuram,Wet Waste,483.07,342.17,250.59,8.48,106.62,200.82,70.83,3.39,Waste-to-Energy,MRF,2023,6,Jun,Q2,0.39
3443,2024-02-23,Uttar Pradesh,Kanpur,Plastic,422.08,400.75,380.71,218.54,14.59,164.19,94.95,57.4,Material Recovery,Landfill,2024,2,Feb,Q1,0.41
3444,2025-04-17,Karnataka,Mysuru,Plastic,418.03,344.83,265.56,162.13,11.35,163.63,82.49,61.05,Composting,Waste-to-Energy Plant,2025,4,Apr,Q2,0.48
3445,2025-09-13,Madhya Pradesh,Bhopal,Wet Waste,486.57,449.01,342.04,33.01,155.67,259.86,92.28,9.65,Composting,Recycling Facility,2025,9,Sep,Q3,0.69
3446,2024-05-20,Karnataka,Mangaluru,Plastic,518.37,447.92,324.44,258.95,11.65,169.82,86.41,79.81,Recycling,MRF,2024,5,May,Q2,0.53
3447,2023-02-22,Maharashtra,Dhule,Paper,590.99,516.49,408.2,282.27,16.95,208.73,87.39,69.15,Material Recovery,Waste-to-Energy Plant,2023,2,Feb,Q1,0.6
3448,2024-12-08,Gujarat,Vadodara,Wet Waste,339.27,331.76,215.97,37.05,86.81,203.66,97.79,17.15,Recycling,Landfill,2024,12,Dec,Q4,0.37
3449,2024-12-06,Telangana,Hyderabad,Plastic,354.55,325.02,291.59,144.07,8.87,159.59,91.67,49.41,Landfill,Recycling Facility,2024,12,Dec,Q4,0.71
3450,2024-05-03,Karnataka,Mangaluru,E-Waste,162.35,144.51,100.25,35.9,3.37,95.83,89.01,35.81,Waste-to-Energy,Waste-to-Energy Plant,2024,5,May,Q2,0.65
3451,2025-11-18,Telangana,Hyderabad,Glass,707.72,650.28,341.88,274.97,11.15,350.94,91.88,80.43,Waste-to-Energy,Composting Plant,2025,11,Nov,Q4,0.74
3452,2024-05-27,Madhya Pradesh,Bhopal,Dry Waste,361.19,330.67,168.47,108.31,5.15,196.0,91.55,64.29,Waste-to-Energy,Waste-to-Energy Plant,2024,5,May,Q2,0.36
3453,2023-11-03,Maharashtra,Nagpur,Wet Waste,574.47,505.45,427.56,68.35,202.99,213.54,87.99,15.99,Landfill,Landfill,2023,11,Nov,Q4,0.69
3454,2024-03-16,Tamil Nadu,Chennai,Wet Waste,927.02,806.95,593.49,108.65,257.71,410.98,87.05,18.31,Recycling,Landfill,2024,3,Mar,Q1,0.7
3455,2025-03-22,Delhi,New Delhi,Paper,315.38,273.76,189.36,140.46,8.3,107.03,86.8,74.17,Composting,Waste-to-Energy Plant,2025,3,Mar,Q1,0.53
3456,2025-04-27,Delhi,New Delhi,Paper,176.63,148.51,110.15,88.59,3.84,50.99,84.08,80.43,Composting,Waste-to-Energy Plant,2025,4,Apr,Q2,0.71
3457,2023-10-05,Uttar Pradesh,Agra,E-Waste,196.75,166.04,112.87,51.44,3.95,104.94,84.4,45.58,Material Recovery,MRF,2023,10,Oct,Q4,0.81
3458,2024-08-11,Karnataka,Mysuru,Wet Waste,136.97,135.6,93.94,18.55,39.75,65.73,99.0,19.74,Material Recovery,Landfill,2024,8,Aug,Q3,0.48
3459,2023-02-02,Rajasthan,Jaipur,Dry Waste,420.45,337.63,206.84,82.54,6.64,237.89,80.3,39.9,Waste-to-Energy,Landfill,2023,2,Feb,Q1,0.52
3460,2023-01-25,Gujarat,Rajkot,Wet Waste,449.43,369.91,228.29,64.67,106.7,194.79,82.31,28.33,Landfill,Recycling Facility,2023,1,Jan,Q1,0.38
3461,2024-07-18,Delhi,New Delhi,Wet Waste,553.26,489.1,331.29,70.18,117.61,300.17,88.4,21.18,Material Recovery,Waste-to-Energy Plant,2024,7,Jul,Q3,0.74
3462,2024-10-29,Odisha,Cuttack,E-Waste,153.67,145.75,100.74,41.6,3.43,90.96,94.85,41.3,Waste-to-Energy,Landfill,2024,10,Oct,Q4,0.71
3463,2023-03-04,Karnataka,Hubballi,Wet Waste,549.81,464.51,347.12,57.26,158.39,212.54,84.48,16.5,Material Recovery,MRF,2023,3,Mar,Q1,0.42
3464,2024-08-06,Tamil Nadu,Salem,Wet Waste,614.38,497.51,325.44,65.74,117.8,292.95,80.98,20.2,Composting,Composting Plant,2024,8,Aug,Q3,0.76
3465,2023-03-10,Maharashtra,Nashik,E-Waste,297.26,264.16,192.47,83.6,6.99,159.47,88.87,43.43,Landfill,MRF,2023,3,Mar,Q1,0.74
3466,2024-01-03,Odisha,Bhubaneswar,Wet Waste,398.42,334.89,235.86,46.95,111.39,167.65,84.05,19.9,Recycling,Recycling Facility,2024,1,Jan,Q1,0.63
3467,2023-09-10,West Bengal,Howrah,Plastic,334.54,312.74,257.34,134.03,10.82,155.24,93.48,52.09,Waste-to-Energy,Recycling Facility,2023,9,Sep,Q3,0.81
3468,2023-09-29,Telangana,Hyderabad,Wet Waste,469.77,426.5,295.48,8.86,132.4,245.83,90.79,3.0,Recycling,MRF,2023,9,Sep,Q3,0.57
3469,2024-08-03,Kerala,Kochi,Wet Waste,191.3,181.36,134.4,11.75,51.88,106.63,94.81,8.74,Landfill,Recycling Facility,2024,8,Aug,Q3,0.56
3470,2023-10-24,Karnataka,Bengaluru,Plastic,715.41,660.33,368.7,194.11,12.25,446.33,92.3,52.65,Composting,Recycling Facility,2023,10,Oct,Q4,0.59
3471,2025-04-21,Madhya Pradesh,Indore,Plastic,137.45,125.18,81.74,39.22,2.62,78.62,91.07,47.98,Waste-to-Energy,Waste-to-Energy Plant,2025,4,Apr,Q2,0.6
3472,2023-03-14,Telangana,Nizamabad,Wet Waste,612.55,531.26,374.7,11.24,137.5,336.47,86.73,3.0,Recycling,Waste-to-Energy Plant,2023,3,Mar,Q1,0.47
3473,2025-03-29,Kerala,Kozhikode,Plastic,581.56,564.21,409.01,243.16,15.0,278.41,97.02,59.45,Composting,Waste-to-Energy Plant,2025,3,Mar,Q1,0.75
3474,2023-05-01,Kerala,Kozhikode,Wet Waste,322.03,301.21,179.38,44.94,61.96,182.88,93.53,25.05,Waste-to-Energy,Waste-to-Energy Plant,2023,5,May,Q2,0.49
3475,2024-06-15,Maharashtra,Nagpur,E-Waste,252.49,240.11,170.47,84.7,7.24,146.86,95.1,49.68,Recycling,Recycling Facility,2024,6,Jun,Q2,0.36
3476,2025-06-13,Gujarat,Ahmedabad,Plastic,514.07,476.03,270.54,128.47,8.33,297.35,92.6,47.49,Material Recovery,MRF,2025,6,Jun,Q2,0.67
3477,2024-01-17,Karnataka,Mangaluru,Wet Waste,441.68,422.65,277.02,16.71,106.45,287.94,95.69,6.03,Landfill,Composting Plant,2024,1,Jan,Q1,0.8
3478,2023-11-11,Rajasthan,Kota,Dry Waste,411.92,360.77,272.75,148.49,8.63,202.35,87.58,54.44,Landfill,MRF,2023,11,Nov,Q4,0.79
3479,2025-02-10,Uttar Pradesh,Kanpur,Wet Waste,355.06,331.52,264.49,62.0,124.68,139.99,93.37,23.44,Landfill,MRF,2025,2,Feb,Q1,0.39
3480,2023-02-25,Karnataka,Bengaluru,Wet Waste,698.23,579.02,430.6,12.92,196.6,328.76,82.93,3.0,Recycling,Composting Plant,2023,2,Feb,Q1,0.75
3481,2024-01-22,Madhya Pradesh,Jabalpur,Dry Waste,590.52,535.46,386.35,190.64,13.42,306.26,90.68,49.35,Waste-to-Energy,Waste-to-Energy Plant,2024,1,Jan,Q1,0.5
3482,2025-07-07,Tamil Nadu,Salem,Dry Waste,237.41,207.05,168.38,66.3,6.31,128.29,87.21,39.37,Landfill,Landfill,2025,7,Jul,Q3,0.44
3483,2024-10-20,Tamil Nadu,Coimbatore,E-Waste,143.51,112.43,82.98,15.09,3.61,81.96,78.34,18.19,Landfill,Waste-to-Energy Plant,2024,10,Oct,Q4,0.76
3484,2025-12-30,West Bengal,Kolkata,Dry Waste,700.91,693.91,402.89,132.06,17.57,496.25,99.0,32.78,Material Recovery,Waste-to-Energy Plant,2025,12,Dec,Q4,0.41
3485,2025-06-03,Odisha,Rourkela,Paper,216.61,214.44,196.18,135.7,6.94,71.21,99.0,69.17,Waste-to-Energy,Composting Plant,2025,6,Jun,Q2,0.59
3486,2024-06-30,Maharashtra,Dhule,Dry Waste,326.62,307.97,216.07,117.72,8.93,176.93,94.29,54.48,Landfill,Recycling Facility,2024,6,Jun,Q2,0.38
3487,2025-05-16,Gujarat,Vadodara,Plastic,568.89,546.32,361.46,175.2,12.97,356.9,96.03,48.47,Landfill,Recycling Facility,2025,5,May,Q2,0.64
3488,2023-02-13,Madhya Pradesh,Bhopal,Wet Waste,490.41,425.62,232.7,53.5,98.3,251.05,86.79,22.99,Recycling,Waste-to-Energy Plant,2023,2,Feb,Q1,0.4
3489,2025-08-09,Kerala,Kochi,Wet Waste,447.63,400.09,254.97,64.91,124.0,196.64,89.38,25.46,Waste-to-Energy,Landfill,2025,8,Aug,Q3,0.37
3490,2023-10-31,Maharashtra,Nagpur,Dry Waste,154.66,131.82,101.01,49.8,3.85,77.38,85.24,49.31,Composting,Composting Plant,2023,10,Oct,Q4,0.74
3491,2025-04-01,Telangana,Hyderabad,Dry Waste,979.67,824.11,651.81,409.89,24.06,364.13,84.12,62.88,Recycling,Recycling Facility,2025,4,Apr,Q2,0.77
3492,2024-02-16,Gujarat,Surat,Wet Waste,514.33,441.4,263.94,7.92,113.17,287.44,85.82,3.0,Material Recovery,Recycling Facility,2024,2,Feb,Q1,0.66
3493,2024-01-03,Madhya Pradesh,Jabalpur,Dry Waste,412.28,352.98,220.68,117.81,7.3,223.4,85.62,53.38,Waste-to-Energy,Landfill,2024,1,Jan,Q1,0.54
3494,2023-04-26,Madhya Pradesh,Indore,Wet Waste,186.28,163.88,121.31,15.76,41.05,102.51,87.98,12.99,Material Recovery,Waste-to-Energy Plant,2023,4,Apr,Q2,0.83
3495,2025-12-31,Rajasthan,Jaipur,Glass,404.26,350.94,281.22,192.08,12.11,136.71,86.81,68.3,Waste-to-Energy,Landfill,2025,12,Dec,Q4,0.61
3496,2024-10-30,Kerala,Kozhikode,Wet Waste,386.32,341.94,242.56,7.28,118.4,194.66,88.51,3.0,Material Recovery,Composting Plant,2024,10,Oct,Q4,0.55
3497,2024-08-25,Rajasthan,Jaipur,Plastic,195.4,186.77,115.7,63.52,4.05,106.17,95.58,54.9,Material Recovery,Waste-to-Energy Plant,2024,8,Aug,Q3,0.75
3498,2025-11-10,Rajasthan,Udaipur,Wet Waste,458.9,419.25,313.43,22.5,135.3,248.6,91.36,7.18,Waste-to-Energy,Landfill,2025,11,Nov,Q4,0.68
3499,2024-04-30,Telangana,Hyderabad,Plastic,325.62,320.96,232.26,114.37,8.31,172.87,98.57,49.24,Waste-to-Energy,Recycling Facility,2024,4,Apr,Q2,0.8
3500,2024-07-15,Karnataka,Mangaluru,Wet Waste,348.54,311.65,200.32,25.85,74.29,181.87,89.41,12.9,Composting,Composting Plant,2024,7,Jul,Q3,0.77
3501,2025-10-15,West Bengal,Kolkata,Plastic,653.25,646.71,493.23,224.09,19.01,369.82,99.0,45.43,Landfill,Waste-to-Energy Plant,2025,10,Oct,Q4,0.74
3502,2023-06-16,Uttar Pradesh,Kanpur,Dry Waste,261.57,236.97,160.45,65.13,5.7,165.7,90.6,40.59,Composting,Landfill,2023,6,Jun,Q2,0.69
3503,2025-01-22,Karnataka,Mangaluru,Dry Waste,217.45,215.28,170.9,97.62,5.76,106.49,99.0,57.12,Recycling,MRF,2025,1,Jan,Q1,0.78
3504,2023-06-21,Delhi,New Delhi,Wet Waste,501.5,479.74,412.55,41.21,154.86,261.77,95.66,9.99,Waste-to-Energy,Composting Plant,2023,6,Jun,Q2,0.77
3505,2023-02-08,Telangana,Nizamabad,Plastic,379.46,307.84,174.8,90.96,5.65,189.76,81.13,52.04,Material Recovery,Composting Plant,2023,2,Feb,Q1,0.58
